"Date","Blr_Dsl","Chn_Dsl","Del_Dsl","Hyd_Dsl","Mub_Dsl","Blr_Ptr","Chn_Ptr","Del_Ptr","Hyd_Ptr","Mub_Ptr"
2020-04-25,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-04-26,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-04-27,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-04-28,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-04-29,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-04-30,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-01,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-02,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-03,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-04,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-05,"Same","Up","Up","Same","Same","Same","Up","Up","Same","Same"
2020-05-06,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-07,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-08,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-09,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-10,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-11,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-12,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-13,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-14,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-15,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
2020-05-16,"Same","Same","Same","Same","Same","Same","Same","Same","Same","Same"
